"","segment","speaker","onset","MC","offset","time","Annotation","phrase","phrase_number","Annotation_context","phonological_phrasePosition","phonological_wordPosition","phonological_stress","phonological_previous_segment","phonological_following_vowel","location","Previous_segment_type","Previous_segment_advancement","Previous_segment_height","intervocalic","Gender","Speaker_acoustic","previous","Segment_acoustic","following","onset_time","offset_time","dur","previousWord","word","followingWord","wordOnset","wordOffset","wordDur","previous_segs","following_segs","previous_source_segments","previous_phonological_segments","previous_type_segments","previous_manner_segments","previous_place_segments","previous_majorplace_segments","previous_voicing_segments","previous_rounding_segments","segment_source_segments","segment_phonological_segments","segment_type_segments","segment_manner_segments","segment_place_segments","segment_majorplace_segments","segment_voicing_segments","segment_rounding_segments","following_source_segments","following_phonological_segments","following_manner_segments","following_place_segments","following_majorplace_segments","following_voicing_segments","following_rounding_segments","speaker_count","f1","f2","f3","cog","cog_FricationPortion","closure_start_MFA","closure_start_PRAAT","release_start","frication_start","frication_end","closure_duration_automatic","closure_duration","release_duration","frication_duration","vot","Prev_Segment_acoustic","Foll_Segment_acoustic"
"140","tS","CAN1",NA,NA,"offset",1.871,"Str_otSi_1","una mochila de viaje",42,"otSi_1","Phrase Medial","Word Medial","Stressed","o","i","CAN","Vowel","Back","Mid",1,"Male","CAN1_26_0","o","tʃ","i",0.7901,0.9001,0.11,"una","mochila","de",0.6601,1.0901,0.43,"o","i","o","o","vowel","mid","back","BACK","voiced","rounded","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","i","i","high","front","FRONT","voiced","unrounded",6,NA,NA,NA,802.591417500722,3867.61179473903,0.7901,0.847840335298887,0.865102040816327,0.865102040816327,0.9001,0.0750020408163266,0.0172617055174397,0,0.0349979591836734,-0.0181020408163266,"o","i"
"141","tS","CAN1","onset",NA,NA,1.566,"Str_otSi_2","una mochila de viaje",42,"otSi_2","Phrase Medial","Word Medial","Stressed","o","i","CAN","Vowel","Back","Mid",1,"Male","CAN1_26_1","o","tʃ","i",1.7501,1.8501,0.1,"una","mochila","de",1.6001,2.0301,0.43,"o","i","o","o","vowel","mid","back","BACK","voiced","rounded","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","i","i","high","front","FRONT","voiced","unrounded",15,NA,NA,NA,972.780011671283,685.323023642668,1.7501,1.81611337868481,1.8501,1.8501,1.8501,0.1,0.0339866213151927,0,0,-0.0341,"o","i"
"142","tS","CAN1",NA,NA,NA,1.5942,"Str_otSi_2","una mochila de viaje",42,"otSi_2","Phrase Medial","Word Medial","Stressed","o","i","CAN","Vowel","Back","Mid",1,"Male","CAN1_26_1","o","tʃ","i",1.7501,1.8501,0.1,"una","mochila","de",1.6001,2.0301,0.43,"o","i","o","o","vowel","mid","back","BACK","voiced","rounded","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","i","i","high","front","FRONT","voiced","unrounded",15,NA,NA,NA,972.780011671283,685.323023642668,1.7501,1.81611337868481,1.8501,1.8501,1.8501,0.1,0.0339866213151927,0,0,-0.0341,"o","i"
"143","tS","CAN1",NA,"MC",NA,1.6225,"Str_otSi_2","una mochila de viaje",42,"otSi_2","Phrase Medial","Word Medial","Stressed","o","i","CAN","Vowel","Back","Mid",1,"Male","CAN1_26_1","o","tʃ","i",1.7501,1.8501,0.1,"una","mochila","de",1.6001,2.0301,0.43,"o","i","o","o","vowel","mid","back","BACK","voiced","rounded","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","i","i","high","front","FRONT","voiced","unrounded",15,NA,NA,NA,972.780011671283,685.323023642668,1.7501,1.81611337868481,1.8501,1.8501,1.8501,0.1,0.0339866213151927,0,0,-0.0341,"o","i"
"144","tS","CAN1",NA,NA,NA,1.6507,"Str_otSi_2","una mochila de viaje",42,"otSi_2","Phrase Medial","Word Medial","Stressed","o","i","CAN","Vowel","Back","Mid",1,"Male","CAN1_26_1","o","tʃ","i",1.7501,1.8501,0.1,"una","mochila","de",1.6001,2.0301,0.43,"o","i","o","o","vowel","mid","back","BACK","voiced","rounded","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","i","i","high","front","FRONT","voiced","unrounded",15,NA,NA,NA,972.780011671283,685.323023642668,1.7501,1.81611337868481,1.8501,1.8501,1.8501,0.1,0.0339866213151927,0,0,-0.0341,"o","i"
"145","tS","CAN1",NA,NA,"offset",1.679,"Str_otSi_2","una mochila de viaje",42,"otSi_2","Phrase Medial","Word Medial","Stressed","o","i","CAN","Vowel","Back","Mid",1,"Male","CAN1_26_1","o","tʃ","i",1.7501,1.8501,0.1,"una","mochila","de",1.6001,2.0301,0.43,"o","i","o","o","vowel","mid","back","BACK","voiced","rounded","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","i","i","high","front","FRONT","voiced","unrounded",15,NA,NA,NA,972.780011671283,685.323023642668,1.7501,1.81611337868481,1.8501,1.8501,1.8501,0.1,0.0339866213151927,0,0,-0.0341,"o","i"
"146","tS","CAN1","onset",NA,NA,1.792,"NoStr_r#tSa_1","chaquetas de deporte",5,"r#tSa_1","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_0",NA,"tʃ","a",0.5301,0.5901,0.0599999999999999,NA,"chaquetas","de",0.5301,0.9701,0.44,NA,"a","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",1,NA,NA,NA,4769.31743311097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a"
"147","tS","CAN1",NA,NA,NA,1.813,"NoStr_r#tSa_1","chaquetas de deporte",5,"r#tSa_1","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_0",NA,"tʃ","a",0.5301,0.5901,0.0599999999999999,NA,"chaquetas","de",0.5301,0.9701,0.44,NA,"a","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",1,NA,NA,NA,4769.31743311097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a"
"148","tS","CAN1",NA,"MC",NA,1.834,"NoStr_r#tSa_1","chaquetas de deporte",5,"r#tSa_1","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_0",NA,"tʃ","a",0.5301,0.5901,0.0599999999999999,NA,"chaquetas","de",0.5301,0.9701,0.44,NA,"a","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",1,NA,NA,NA,4769.31743311097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a"
"149","tS","CAN1",NA,NA,NA,1.855,"NoStr_r#tSa_1","chaquetas de deporte",5,"r#tSa_1","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_0",NA,"tʃ","a",0.5301,0.5901,0.0599999999999999,NA,"chaquetas","de",0.5301,0.9701,0.44,NA,"a","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",1,NA,NA,NA,4769.31743311097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a"
"150","tS","CAN1",NA,NA,"offset",1.876,"NoStr_r#tSa_1","chaquetas de deporte",5,"r#tSa_1","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_0",NA,"tʃ","a",0.5301,0.5901,0.0599999999999999,NA,"chaquetas","de",0.5301,0.9701,0.44,NA,"a","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",1,NA,NA,NA,4769.31743311097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a"
"151","tS","CAN1","onset",NA,NA,1.88,"NoStr_r#tSa_2","chaquetas de deporte",5,"r#tSa_2","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_1","ɾ","tʃ","a",1.7901,1.8601,0.0700000000000001,"faltar","chaquetas","de",1.7901,2.1001,0.31,"R","a","R","R","consonant","tap","alveolar","CORONAL","unvoiced","NotAp","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",25,NA,NA,NA,2515.95881346004,3312.41091926111,1.7901,1.82510204081633,1.82510204081633,1.82510204081633,1.8601,0.0350020408163265,0,0,0.0349979591836735,-0.00010204081632658,"ɾ","a"
"152","tS","CAN1",NA,NA,NA,1.8993,"NoStr_r#tSa_2","chaquetas de deporte",5,"r#tSa_2","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_1","ɾ","tʃ","a",1.7901,1.8601,0.0700000000000001,"faltar","chaquetas","de",1.7901,2.1001,0.31,"R","a","R","R","consonant","tap","alveolar","CORONAL","unvoiced","NotAp","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",25,NA,NA,NA,2515.95881346004,3312.41091926111,1.7901,1.82510204081633,1.82510204081633,1.82510204081633,1.8601,0.0350020408163265,0,0,0.0349979591836735,-0.00010204081632658,"ɾ","a"
"153","tS","CAN1",NA,"MC",NA,1.9185,"NoStr_r#tSa_2","chaquetas de deporte",5,"r#tSa_2","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_1","ɾ","tʃ","a",1.7901,1.8601,0.0700000000000001,"faltar","chaquetas","de",1.7901,2.1001,0.31,"R","a","R","R","consonant","tap","alveolar","CORONAL","unvoiced","NotAp","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",25,NA,NA,NA,2515.95881346004,3312.41091926111,1.7901,1.82510204081633,1.82510204081633,1.82510204081633,1.8601,0.0350020408163265,0,0,0.0349979591836735,-0.00010204081632658,"ɾ","a"
"154","tS","CAN1",NA,NA,NA,1.9378,"NoStr_r#tSa_2","chaquetas de deporte",5,"r#tSa_2","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_1","ɾ","tʃ","a",1.7901,1.8601,0.0700000000000001,"faltar","chaquetas","de",1.7901,2.1001,0.31,"R","a","R","R","consonant","tap","alveolar","CORONAL","unvoiced","NotAp","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",25,NA,NA,NA,2515.95881346004,3312.41091926111,1.7901,1.82510204081633,1.82510204081633,1.82510204081633,1.8601,0.0350020408163265,0,0,0.0349979591836735,-0.00010204081632658,"ɾ","a"
"155","tS","CAN1",NA,NA,"offset",1.957,"NoStr_r#tSa_2","chaquetas de deporte",5,"r#tSa_2","Phrase Medial","Word Initial","Unstressed","r","a","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_07_1","ɾ","tʃ","a",1.7901,1.8601,0.0700000000000001,"faltar","chaquetas","de",1.7901,2.1001,0.31,"R","a","R","R","consonant","tap","alveolar","CORONAL","unvoiced","NotAp","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","a","a","low","central","CENTRAL","voiced","unrounded",25,NA,NA,NA,2515.95881346004,3312.41091926111,1.7901,1.82510204081633,1.82510204081633,1.82510204081633,1.8601,0.0350020408163265,0,0,0.0349979591836735,-0.00010204081632658,"ɾ","a"
"156","tS","CAN1","onset",NA,NA,1.806,"NoStr_r#tSe_1","chelines de coleccionistas",6,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_0",NA,"tʃ","e",0.4801,0.5501,0.07,NA,"chelines","de",0.4801,0.9301,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4426.83383652319,4447.00258802268,0.4801,0.515102040816327,0.515102040816327,0.515102040816327,0.5501,0.0350020408163266,0,0,0.0349979591836734,NA,NA,"e"
"157","tS","CAN1",NA,NA,NA,1.8475,"NoStr_r#tSe_1","chelines de coleccionistas",6,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_0",NA,"tʃ","e",0.4801,0.5501,0.07,NA,"chelines","de",0.4801,0.9301,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4426.83383652319,4447.00258802268,0.4801,0.515102040816327,0.515102040816327,0.515102040816327,0.5501,0.0350020408163266,0,0,0.0349979591836734,NA,NA,"e"
"158","tS","CAN1",NA,"MC",NA,1.889,"NoStr_r#tSe_1","chelines de coleccionistas",6,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_0",NA,"tʃ","e",0.4801,0.5501,0.07,NA,"chelines","de",0.4801,0.9301,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4426.83383652319,4447.00258802268,0.4801,0.515102040816327,0.515102040816327,0.515102040816327,0.5501,0.0350020408163266,0,0,0.0349979591836734,NA,NA,"e"
"159","tS","CAN1",NA,NA,NA,1.9305,"NoStr_r#tSe_1","chelines de coleccionistas",6,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_0",NA,"tʃ","e",0.4801,0.5501,0.07,NA,"chelines","de",0.4801,0.9301,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4426.83383652319,4447.00258802268,0.4801,0.515102040816327,0.515102040816327,0.515102040816327,0.5501,0.0350020408163266,0,0,0.0349979591836734,NA,NA,"e"
"160","tS","CAN1",NA,NA,"offset",1.972,"NoStr_r#tSe_1","chelines de coleccionistas",6,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_0",NA,"tʃ","e",0.4801,0.5501,0.07,NA,"chelines","de",0.4801,0.9301,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4426.83383652319,4447.00258802268,0.4801,0.515102040816327,0.515102040816327,0.515102040816327,0.5501,0.0350020408163266,0,0,0.0349979591836734,NA,NA,"e"
"161","tS","CAN1","onset",NA,NA,1.629,"NoStr_r#tSe_2","chelines de coleccionistas",6,"r#tSe_2","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_1",NA,"tʃ","e",1.9001,1.9601,0.0600000000000001,NA,"chelines","de",1.9001,2.2501,0.35,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,3479.94685051225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ɾ","e"
"162","tS","CAN1",NA,NA,NA,1.6625,"NoStr_r#tSe_2","chelines de coleccionistas",6,"r#tSe_2","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_1",NA,"tʃ","e",1.9001,1.9601,0.0600000000000001,NA,"chelines","de",1.9001,2.2501,0.35,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,3479.94685051225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ɾ","e"
"163","tS","CAN1",NA,"MC",NA,1.696,"NoStr_r#tSe_2","chelines de coleccionistas",6,"r#tSe_2","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_1",NA,"tʃ","e",1.9001,1.9601,0.0600000000000001,NA,"chelines","de",1.9001,2.2501,0.35,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,3479.94685051225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ɾ","e"
"164","tS","CAN1",NA,NA,NA,1.7295,"NoStr_r#tSe_2","chelines de coleccionistas",6,"r#tSe_2","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_1",NA,"tʃ","e",1.9001,1.9601,0.0600000000000001,NA,"chelines","de",1.9001,2.2501,0.35,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,3479.94685051225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ɾ","e"
"165","tS","CAN1",NA,NA,"offset",1.763,"NoStr_r#tSe_2","chelines de coleccionistas",6,"r#tSe_2","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_35_1",NA,"tʃ","e",1.9001,1.9601,0.0600000000000001,NA,"chelines","de",1.9001,2.2501,0.35,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,3479.94685051225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ɾ","e"
"166","tS","CAN1","onset",NA,NA,1.902,"Str_#tSe_1","chelos ni violines",7,"#tSe_1","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_0",NA,"tʃ","e",0.5301,0.6101,0.08,NA,"chelos","ni",0.5301,0.9801,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4367.4775046326,4416.07349694083,0.5301,0.562113378684807,0.578113378684807,0.578113378684807,0.6101,0.0480133786848073,0.016,0,0.0319866213151927,NA,NA,"e"
"167","tS","CAN1",NA,NA,NA,1.9385,"Str_#tSe_1","chelos ni violines",7,"#tSe_1","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_0",NA,"tʃ","e",0.5301,0.6101,0.08,NA,"chelos","ni",0.5301,0.9801,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4367.4775046326,4416.07349694083,0.5301,0.562113378684807,0.578113378684807,0.578113378684807,0.6101,0.0480133786848073,0.016,0,0.0319866213151927,NA,NA,"e"
"168","tS","CAN1",NA,"MC",NA,1.975,"Str_#tSe_1","chelos ni violines",7,"#tSe_1","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_0",NA,"tʃ","e",0.5301,0.6101,0.08,NA,"chelos","ni",0.5301,0.9801,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4367.4775046326,4416.07349694083,0.5301,0.562113378684807,0.578113378684807,0.578113378684807,0.6101,0.0480133786848073,0.016,0,0.0319866213151927,NA,NA,"e"
"169","tS","CAN1",NA,NA,NA,2.0115,"Str_#tSe_1","chelos ni violines",7,"#tSe_1","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_0",NA,"tʃ","e",0.5301,0.6101,0.08,NA,"chelos","ni",0.5301,0.9801,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4367.4775046326,4416.07349694083,0.5301,0.562113378684807,0.578113378684807,0.578113378684807,0.6101,0.0480133786848073,0.016,0,0.0319866213151927,NA,NA,"e"
"170","tS","CAN1",NA,NA,"offset",2.048,"Str_#tSe_1","chelos ni violines",7,"#tSe_1","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_0",NA,"tʃ","e",0.5301,0.6101,0.08,NA,"chelos","ni",0.5301,0.9801,0.45,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,4367.4775046326,4416.07349694083,0.5301,0.562113378684807,0.578113378684807,0.578113378684807,0.6101,0.0480133786848073,0.016,0,0.0319866213151927,NA,NA,"e"
"171","tS","CAN1","onset",NA,NA,2.054,"Str_#tSe_2","chelos ni violines",7,"#tSe_2","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_1",NA,"tʃ","e",1.9501,2.0401,0.0899999999999999,NA,"chelos","ni",1.9501,2.3601,0.41,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,4801.38663024698,4971.07189532965,1.9501,1.98310204081633,2.00710204081633,2.00710204081633,2.0401,0.0570020408163265,0.024,0,0.0329979591836733,NA,"ɾ","e"
"172","tS","CAN1",NA,NA,NA,2.0855,"Str_#tSe_2","chelos ni violines",7,"#tSe_2","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_1",NA,"tʃ","e",1.9501,2.0401,0.0899999999999999,NA,"chelos","ni",1.9501,2.3601,0.41,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,4801.38663024698,4971.07189532965,1.9501,1.98310204081633,2.00710204081633,2.00710204081633,2.0401,0.0570020408163265,0.024,0,0.0329979591836733,NA,"ɾ","e"
"173","tS","CAN1",NA,"MC",NA,2.117,"Str_#tSe_2","chelos ni violines",7,"#tSe_2","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_1",NA,"tʃ","e",1.9501,2.0401,0.0899999999999999,NA,"chelos","ni",1.9501,2.3601,0.41,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,4801.38663024698,4971.07189532965,1.9501,1.98310204081633,2.00710204081633,2.00710204081633,2.0401,0.0570020408163265,0.024,0,0.0329979591836733,NA,"ɾ","e"
"174","tS","CAN1",NA,NA,NA,2.1485,"Str_#tSe_2","chelos ni violines",7,"#tSe_2","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_1",NA,"tʃ","e",1.9501,2.0401,0.0899999999999999,NA,"chelos","ni",1.9501,2.3601,0.41,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,4801.38663024698,4971.07189532965,1.9501,1.98310204081633,2.00710204081633,2.00710204081633,2.0401,0.0570020408163265,0.024,0,0.0329979591836733,NA,"ɾ","e"
"175","tS","CAN1",NA,NA,"offset",2.18,"Str_#tSe_2","chelos ni violines",7,"#tSe_2","Phrase Initial","Word Initial","Stressed","Initial","e","CAN","Initial","Initial","Initial",0,"Male","CAN1_17_1",NA,"tʃ","e",1.9501,2.0401,0.0899999999999999,NA,"chelos","ni",1.9501,2.3601,0.41,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",25,NA,NA,NA,4801.38663024698,4971.07189532965,1.9501,1.98310204081633,2.00710204081633,2.00710204081633,2.0401,0.0570020408163265,0.024,0,0.0329979591836733,NA,"ɾ","e"
"176","tS","CAN1","onset",NA,NA,2.094,"NoStr_r#tSe_1","chequeras para pagar",8,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_08_0",NA,"tʃ","e",0.6601,0.7201,0.0599999999999999,NA,"chequeras","para",0.6601,1.2001,0.54,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,3452.50504707911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e"
"177","tS","CAN1",NA,NA,NA,2.1252,"NoStr_r#tSe_1","chequeras para pagar",8,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_08_0",NA,"tʃ","e",0.6601,0.7201,0.0599999999999999,NA,"chequeras","para",0.6601,1.2001,0.54,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,3452.50504707911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e"
"178","tS","CAN1",NA,"MC",NA,2.1565,"NoStr_r#tSe_1","chequeras para pagar",8,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_08_0",NA,"tʃ","e",0.6601,0.7201,0.0599999999999999,NA,"chequeras","para",0.6601,1.2001,0.54,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,3452.50504707911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e"
"179","tS","CAN1",NA,NA,NA,2.1877,"NoStr_r#tSe_1","chequeras para pagar",8,"r#tSe_1","Phrase Medial","Word Initial","Unstressed","r","e","CAN","Consonant","Consonant","Consonant",0,"Male","CAN1_08_0",NA,"tʃ","e",0.6601,0.7201,0.0599999999999999,NA,"chequeras","para",0.6601,1.2001,0.54,NA,"e","blank","blank","blank","blank","blank","blank","blank","blank","C","C","consonant","affricate","palatal","CORONAL","unvoiced","NotAp","e","e","mid","front","FRONT","voiced","unrounded",1,NA,NA,NA,3452.50504707911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e"
